candidate_id,geo_id,period,first_date,last_date,aligned_observation_count,mortgage_observation_count,structural_median_sale_price_change,structural_median_sale_price_pct_change,mortgage_rate_change,payment_burden_change,price_to_income_change,payment_burden_changes_while_structural_price_slow,payment_burden_price_to_income_distinct_aligned,affordability_materiality_review_flag,payment_burden_price_to_income_not_distinct_flag,shock_suppression_trigger
price_family_ma9_structural_linked,20913_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20914_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20918_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20993_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,21771_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,alameda_county_ca__county,mortgage_rate_affordability_shock,2022-01-31,2024-12-31,36,36,65492.0,0.0614852135815991,3.2699999999999996,0.552985857044602,0.5810004681566763,False,True,False,False,False
price_family_ma9_structural_linked,albemarle_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,alexandria_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,allegany_county_md__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,amelia_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,amherst_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,anaheim_ca_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,anne_arundel_county_md__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,appomattox_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,arlington_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,atlantic_city_nj_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,atlantic_county_nj__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,augusta_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,bakersfield_ca_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,baltimore_city_county_md__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,baltimore_county_md__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,baltimore_md_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,bedford_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,big_stone_gap_va_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,blacksburg_va_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,botetourt_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,burlington_county_nj__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,butte_county_ca__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,california__state,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,california_md_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,calvert_county_md__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,cambridge_md_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,camden_county_nj__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,camden_nj_metro_area__cbsa_metro,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,campbell_county_va__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,cape_may_county_nj__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,carroll_county_md__county,mortgage_rate_affordability_shock,,,0,36,,,3.2699999999999996,,,,False,False,False,False
price_family_ma9_structural_linked,charles_city_county_va__county,mortgage_rate_affordability_shock,,,0,35,,,3.2699999999999996,,,,False,False,False,False
